SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day,UNITS
27-137-7001,2016-10-24,2,14,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,24,PPB
27-137-7001,2016-10-25,0,6,56,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,25,PPB
27-137-7001,2016-10-26,2,15,59.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,26,PPB
27-137-7001,2016-10-27,0,7,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,27,PPB
27-137-7001,2016-10-28,4,7,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,10,28,PPB
27-137-7001,2016-10-29,0,6,40.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,29,PPB
27-137-7001,2016-10-30,6,7,41,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,10,30,PPB
27-137-7001,2016-10-31,5,4,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,10,31,PPB
27-137-7001,2017-04-01,1,13,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,01,PPB
27-137-7001,2017-04-02,4,14,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,4,02,PPB
27-137-7001,2017-04-03,0,16,30.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,03,PPB
27-137-7001,2017-04-04,1,11,36.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,04,PPB
27-137-7001,2017-04-05,0,16,43.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,05,PPB
27-137-7001,2017-04-06,1,16,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,06,PPB
27-137-7001,2017-04-07,1,18,50,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,07,PPB
27-137-7001,2017-04-08,1,14,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,08,PPB
27-137-7001,2017-04-09,1,14,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,09,PPB
27-137-7001,2017-04-10,1,17,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,10,PPB
27-137-7001,2017-04-11,6,13,52.4,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,4,11,PPB
27-137-7001,2017-04-12,1,12,41,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,12,PPB
27-137-7001,2017-04-13,0,11,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,13,PPB
27-137-7001,2017-04-14,2,8,29,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,4,14,PPB
27-137-7001,2017-04-15,1,9,29.599999999999998,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,15,PPB
27-137-7001,2017-04-16,8,12,26.6,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,4,16,PPB
27-137-7001,2017-04-17,1,11,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,17,PPB
27-137-7001,2017-04-18,1,12,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,18,PPB
27-137-7001,2017-04-19,7,13,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2017,4,19,PPB
27-137-7001,2017-04-20,0,20,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,20,PPB
27-137-7001,2017-04-21,0,12,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,21,PPB
27-137-7001,2017-04-22,1,11,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,22,PPB
27-137-7001,2017-04-23,4,11,50,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,4,23,PPB
27-137-7001,2017-04-24,1,13,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,24,PPB
27-137-7001,2017-04-25,0,8,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,25,PPB
27-137-7001,2017-04-26,6,8,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,4,26,PPB
27-137-7001,2017-04-27,1,9,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,27,PPB
27-137-7001,2017-04-28,3,9,36.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,4,28,PPB
27-137-7001,2017-04-29,1,7,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,29,PPB
27-137-7001,2017-04-30,2,8,38.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,4,30,PPB
27-137-7001,2017-05-01,1,7,43.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,01,PPB
27-137-7001,2017-05-02,8,11,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,5,02,PPB
27-137-7001,2017-05-03,0,11,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,03,PPB
27-137-7001,2017-05-04,0,12,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,04,PPB
27-137-7001,2017-05-05,1,10,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,05,PPB
27-137-7001,2017-05-06,1,9,45.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,06,PPB
27-137-7001,2017-05-07,4,9,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,07,PPB
27-137-7001,2017-05-08,1,19,44,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,08,PPB
27-137-7001,2017-05-09,2,13,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,09,PPB
27-137-7001,2017-05-10,4,11,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,10,PPB
27-137-7001,2017-05-11,16,8,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T16:00:00Z,88101,2017,5,11,PPB
27-137-7001,2017-05-12,1,10,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,12,PPB
27-137-7001,2017-05-13,0,8,53,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,13,PPB
27-137-7001,2017-05-14,0,11,50,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,14,PPB
27-137-7001,2017-05-15,6,7,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,5,15,PPB
27-137-7001,2017-05-16,0,11,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,16,PPB
27-137-7001,2017-05-17,2,18,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,17,PPB
27-137-7001,2017-05-18,0,21,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,18,PPB
27-137-7001,2017-05-19,2,16,52.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,19,PPB
27-137-7001,2017-05-20,3,22,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,20,PPB
27-137-7001,2017-05-21,3,11,58.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,21,PPB
27-137-7001,2017-05-22,9,9,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,5,22,PPB
27-137-7001,2017-05-23,3,11,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,23,PPB
27-137-7001,2017-05-24,0,15,82.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,24,PPB
27-137-7001,2017-05-25,0,16,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,25,PPB
27-137-7001,2017-05-26,1,21,83,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,26,PPB
27-137-7001,2017-05-27,3,18,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,27,PPB
27-137-7001,2017-05-28,0,11,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,28,PPB
27-137-7001,2017-05-29,3,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,29,PPB
27-137-7001,2017-05-30,1,21,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,30,PPB
27-137-7001,2017-05-31,0,15,68.9,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,31,PPB
27-137-7001,2017-06-01,0,13,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,01,PPB
27-137-7001,2017-06-02,3,8,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,02,PPB
27-137-7001,2017-06-03,2,10,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,03,PPB
27-137-7001,2017-06-04,0,18,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,04,PPB
27-137-7001,2017-06-05,2,11,63.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,05,PPB
27-137-7001,2017-06-06,0,15,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,06,PPB
27-137-7001,2017-06-07,1,13,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,07,PPB
27-137-7001,2017-06-08,0,11,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,08,PPB
27-137-7001,2017-06-09,6,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,6,09,PPB
27-137-7001,2017-06-10,3,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,10,PPB
27-137-7001,2017-06-11,4,11,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,11,PPB
27-137-7001,2017-06-12,7,11,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2017,6,12,PPB
27-137-7001,2017-06-13,2,11,71,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,13,PPB
27-137-7001,2017-06-14,1,8,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,14,PPB
27-137-7001,2017-06-15,6,11,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,6,15,PPB
27-137-7001,2017-06-16,0,47,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,16,PPB
27-137-7001,2017-06-17,0,9,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,17,PPB
27-137-7001,2017-06-18,0,10,65,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,18,PPB
27-137-7001,2017-06-19,0,14,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,19,PPB
27-137-7001,2017-06-20,5,14,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,6,20,PPB
27-137-7001,2017-06-21,1,10,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,21,PPB
27-137-7001,2017-06-22,2,14,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,22,PPB
27-137-7001,2017-06-23,5,11,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,6,23,PPB
27-137-7001,2017-06-24,1,12,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,24,PPB
27-137-7001,2017-06-25,2,10,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,25,PPB
27-137-7001,2017-06-26,1,9,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,26,PPB
27-137-7001,2017-06-27,2,16,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,27,PPB
27-137-7001,2017-06-28,1,14,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,28,PPB
27-137-7001,2017-06-29,5,7,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,6,29,PPB
27-137-7001,2017-06-30,1,8,80,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,30,PPB
27-137-7001,2017-07-01,3,9,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,01,PPB
27-137-7001,2017-07-02,2,12,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,02,PPB
27-137-7001,2017-07-03,2,13,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,03,PPB
27-137-7001,2017-07-04,4,14,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,04,PPB
27-137-7001,2017-07-05,1,25,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,05,PPB
27-137-7001,2017-07-06,0,14,83,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,06,PPB
27-137-7001,2017-07-07,5,13,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,7,07,PPB
27-137-7001,2017-07-08,4,12,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,08,PPB
27-137-7001,2017-07-09,11,7,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,7,09,PPB
27-137-7001,2017-07-10,4,19,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,10,PPB
27-137-7001,2017-07-11,2,24,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,11,PPB
27-137-7001,2017-07-12,1,19,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,12,PPB
27-137-7001,2017-07-13,0,18,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,13,PPB
27-137-7001,2017-07-14,1,10,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,14,PPB
27-137-7001,2017-07-15,5,8,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,7,15,PPB
27-137-7001,2017-07-16,1,8,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,16,PPB
27-137-7001,2017-07-17,1,9,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,17,PPB
27-137-7001,2017-07-18,2,15,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,18,PPB
27-137-7001,2017-07-19,7,17,74,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2017,7,19,PPB
27-137-7001,2017-07-20,1,16,83,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,20,PPB
27-137-7001,2017-07-21,3,15,86.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,21,PPB
27-137-7001,2017-07-22,1,23,77.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,22,PPB
27-137-7001,2017-07-23,4,10,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,23,PPB
27-137-7001,2017-07-24,12,10,74,27,137,7001,47.523355,-92.536305,1899-12-31T12:00:00Z,88101,2017,7,24,PPB
27-137-7001,2017-07-25,0,14,68,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,25,PPB
27-137-7001,2017-07-26,0,18,84.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,26,PPB
27-137-7001,2017-07-27,8,9,61.4,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,7,27,PPB
27-137-7001,2017-07-28,2,9,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,28,PPB
27-137-7001,2017-07-29,0,12,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,29,PPB
27-137-7001,2017-08-05,16,14,77,27,137,7001,47.523355,-92.536305,1899-12-31T16:00:00Z,88101,2017,8,05,PPB
27-137-7001,2017-08-06,5,20,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,8,06,PPB
27-137-7001,2017-08-07,0,18,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,07,PPB
27-137-7001,2017-08-08,2,14,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,08,PPB
27-137-7001,2017-08-09,3,19,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,8,09,PPB
27-137-7001,2017-08-10,0,19,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,10,PPB
27-137-7001,2017-08-11,4,9,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,8,11,PPB
27-137-7001,2017-08-12,0,7,75.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,12,PPB
27-137-7001,2017-08-13,0,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,13,PPB
27-137-7001,2017-08-14,0,8,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,14,PPB
27-137-7001,2017-08-15,2,7,81.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,15,PPB
27-137-7001,2017-08-16,0,15,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,16,PPB
27-137-7001,2017-08-17,0,16,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,17,PPB
27-137-7001,2017-08-18,7,6,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2017,8,18,PPB
27-137-7001,2017-08-19,0,6,71,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,19,PPB
27-137-7001,2017-08-20,2,8,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,20,PPB
27-137-7001,2017-08-21,0,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,21,PPB
27-137-7001,2017-08-22,0,12,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,22,PPB
27-137-7001,2017-08-23,5,10,65,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,8,23,PPB
27-137-7001,2017-08-24,0,13,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,24,PPB
27-137-7001,2017-08-25,3,14,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,8,25,PPB
27-137-7001,2017-08-26,3,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,8,26,PPB
27-137-7001,2017-08-27,0,7,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,27,PPB
27-137-7001,2017-08-28,0,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,28,PPB
27-137-7001,2017-08-29,2,7,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,29,PPB
27-137-7001,2017-08-30,8,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,8,30,PPB
27-137-7001,2017-08-31,2,6,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,31,PPB
27-137-7001,2017-09-01,3,6,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,01,PPB
27-137-7001,2017-09-02,3,7,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,02,PPB
27-137-7001,2017-09-03,1,6,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,03,PPB
27-137-7001,2017-09-04,2,6,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,04,PPB
27-137-7001,2017-09-05,1,6,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,05,PPB
27-137-7001,2017-09-06,6,7,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,9,06,PPB
27-137-7001,2017-09-07,0,8,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,07,PPB
27-137-7001,2017-09-08,0,9,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,08,PPB
27-137-7001,2017-09-09,1,9,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,09,PPB
27-137-7001,2017-09-10,6,3,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,9,10,PPB
27-137-7001,2017-09-11,1,6,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,11,PPB
27-137-7001,2017-09-12,2,9,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,12,PPB
27-137-7001,2017-09-13,2,12,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,13,PPB
27-137-7001,2017-09-14,0,14,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,14,PPB
27-137-7001,2017-09-15,0,6,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,15,PPB
27-137-7001,2017-09-16,1,6,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,16,PPB
27-137-7001,2017-09-17,0,10,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,17,PPB
27-137-7001,2017-09-18,1,5,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,18,PPB
27-137-7001,2017-09-19,0,13,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,19,PPB
27-137-7001,2017-09-20,0,14,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,20,PPB
27-137-7001,2017-09-21,6,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,9,21,PPB
27-137-7001,2017-09-22,2,10,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,22,PPB
27-137-7001,2017-09-23,0,12,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,23,PPB
27-137-7001,2017-09-24,4,9,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,9,24,PPB
27-137-7001,2017-09-25,0,15,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,25,PPB
27-137-7001,2017-09-26,4,14,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,9,26,PPB
27-137-7001,2017-09-27,1,16,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,27,PPB
27-137-7001,2017-09-28,2,21,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,28,PPB
27-137-7001,2017-09-29,1,6,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,29,PPB
27-137-7001,2017-09-30,0,5,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,30,PPB
27-137-7001,2017-10-01,6,9,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,10,01,PPB
27-137-7001,2017-10-02,1,14,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,02,PPB
27-137-7001,2017-10-03,4,9,45.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,03,PPB
27-137-7001,2017-10-04,2,5,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,04,PPB
27-137-7001,2017-10-05,5,6,44,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,10,05,PPB
27-137-7001,2017-10-06,1,11,53,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,06,PPB
27-137-7001,2017-10-07,13,7,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T13:00:00Z,88101,2017,10,07,PPB
27-137-7001,2017-10-08,4,4,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,08,PPB
27-137-7001,2017-10-09,3,7,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,09,PPB
27-137-7001,2017-10-10,1,8,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,10,PPB
27-137-7001,2017-10-11,0,9,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,11,PPB
27-137-7001,2017-10-12,4,12,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,12,PPB
27-137-7001,2017-10-13,1,14,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,13,PPB
27-137-7001,2017-10-14,1,10,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,14,PPB
27-137-7001,2017-10-15,3,7,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,15,PPB
27-137-7001,2017-10-16,1,7,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,16,PPB
